technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning,dependency_type,extraction_provenance
Wiped Film Evaporator,,,,Cleaning solvents,0.9,Widely used and critical for cleaning components and surfaces pre-assembly to ensure contaminant-free joints and seals.,,China,metric tons,3470000.0,20.0,0.9,China is a major chemical manufacturer with extensive solvent production capacity; data comes from Chinese Ministry of Industry and Trade 2023 reports.,process_consumable,extractor
Wiped Film Evaporator,,,,Cleaning solvents,0.9,Widely used and critical for cleaning components and surfaces pre-assembly to ensure contaminant-free joints and seals.,,India,metric tons,1880000.0,11.0,0.817,India is a significant producer of solvents with growing chemical industry; data from Indian chemical industry association 2022-2023.,process_consumable,extractor
Wiped Film Evaporator,,,,Cleaning solvents,0.9,Widely used and critical for cleaning components and surfaces pre-assembly to ensure contaminant-free joints and seals.,,Germany,metric tons,1601666.6666666667,9.67,0.867,Germany has a robust chemical sector; production data sourced from European Chemical Industry Council 2023.,process_consumable,extractor
Wiped Film Evaporator,,,,Cleaning solvents,0.9,Widely used and critical for cleaning components and surfaces pre-assembly to ensure contaminant-free joints and seals.,,Japan,metric tons,1288333.3333333333,7.67,0.85,Japan's chemical manufacturing is significant; information from Japan Chemical Industry Association 2023.,process_consumable,extractor
Wiped Film Evaporator,,,,Lubricants and grease,0.9,"Essential for moving parts like motors, gearbox, wiper system shafts, and seals during assembly.",,China,metric tons,1106666.6666666667,26.0,0.9,"China is the largest lubricant and grease producer globally, supported by recent industry reports and market analyses up to 2023",process_consumable,extractor
Wiped Film Evaporator,,,,Lubricants and grease,0.9,"Essential for moving parts like motors, gearbox, wiper system shafts, and seals during assembly.",,United States,metric tons,843333.3333333334,20.0,0.9,The US has extensive production capacity with data from industry publications and US Energy Information Administration showing steady production levels.,process_consumable,extractor
Wiped Film Evaporator,,,,Lubricants and grease,0.9,"Essential for moving parts like motors, gearbox, wiper system shafts, and seals during assembly.",,India,metric tons,406666.6666666667,9.67,0.833,India's expanding automotive and manufacturing sectors drive lubricant production; data from industry reports and regional production estimates.,process_consumable,extractor
Wiped Film Evaporator,,,,Lubricants and grease,0.9,"Essential for moving parts like motors, gearbox, wiper system shafts, and seals during assembly.",,Japan,metric tons,308333.3333333333,7.33,0.85,Japan's lubricant industry is well-established with corporate disclosures and trade statistics supporting production figures.,process_consumable,extractor
Wiped Film Evaporator,,,,Lubricants and grease,0.9,"Essential for moving parts like motors, gearbox, wiper system shafts, and seals during assembly.",,Germany,metric tons,263333.3333333333,6.33,0.817,Strong automotive and chemical industries in Germany produce significant lubricants; supported by EU industrial production data.,process_consumable,extractor
Wiped Film Evaporator,,,,Solder flux,0.7,Commonly used in control panel electronics assembly including PCB soldering.,381010.0,China,metric tons,0.0,45.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Solder flux,process_consumable,extractor
Wiped Film Evaporator,,,,Solder flux,0.7,Commonly used in control panel electronics assembly including PCB soldering.,381010.0,United States,metric tons,0.0,20.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Solder flux,process_consumable,extractor
Wiped Film Evaporator,,,,Solder flux,0.7,Commonly used in control panel electronics assembly including PCB soldering.,381010.0,South Korea,metric tons,0.0,12.0,0.75,LLM fallback cache (previously computed) - no USGS data available for Solder flux,process_consumable,extractor
Wiped Film Evaporator,,,,Solder flux,0.7,Commonly used in control panel electronics assembly including PCB soldering.,381010.0,Japan,metric tons,0.0,10.0,0.7,LLM fallback cache (previously computed) - no USGS data available for Solder flux,process_consumable,extractor
Wiped Film Evaporator,,,,Solder flux,0.7,Commonly used in control panel electronics assembly including PCB soldering.,381010.0,Germany,metric tons,0.0,8.0,0.65,LLM fallback cache (previously computed) - no USGS data available for Solder flux,process_consumable,extractor
Wiped Film Evaporator,,,,Helium,0.8,Standard practice for leak testing pressure vessels and sealed systems such as the evaporation chamber and condenser.,280429.0,UNITED STATES,MILLION CUBIC METERS,60.0,35.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,process_consumable,extractor
Wiped Film Evaporator,,,,Helium,0.8,Standard practice for leak testing pressure vessels and sealed systems such as the evaporation chamber and condenser.,280429.0,QATAR,MILLION CUBIC METERS,66.0,38.82,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,process_consumable,extractor
Wiped Film Evaporator,,,,Helium,0.8,Standard practice for leak testing pressure vessels and sealed systems such as the evaporation chamber and condenser.,280429.0,ALGERIA,MILLION CUBIC METERS,10.0,5.88,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,process_consumable,extractor
Wiped Film Evaporator,,,,Helium,0.8,Standard practice for leak testing pressure vessels and sealed systems such as the evaporation chamber and condenser.,280429.0,RUSSIA,MILLION CUBIC METERS,8.0,4.71,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,process_consumable,extractor
Wiped Film Evaporator,,,,Helium,0.8,Standard practice for leak testing pressure vessels and sealed systems such as the evaporation chamber and condenser.,280429.0,CANADA,MILLION CUBIC METERS,4.0,2.35,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,process_consumable,extractor
Wiped Film Evaporator,,,,Protective gases,0.7,"Likely used during assembly for inert atmosphere or purging, increasing confidence due to typical industrial practice.",,China,metric tons,21733333.333333332,26.33,0.923,China is a leading producer of protective gases like nitrogen and argon derived from air separation; data from industry and USGS 2023 is reliable and consistent.,process_consumable,extractor
Wiped Film Evaporator,,,,Protective gases,0.7,"Likely used during assembly for inert atmosphere or purging, increasing confidence due to typical industrial practice.",,United States,metric tons,16933333.333333332,20.0,0.907,The US has a large industrial gas sector; estimates based on Air Products and Linde production reports and USGS 2023 data.,process_consumable,extractor
Wiped Film Evaporator,,,,Protective gases,0.7,"Likely used during assembly for inert atmosphere or purging, increasing confidence due to typical industrial practice.",,Germany,metric tons,7800000.0,9.67,0.867,Germany is a major European producer with extensive industrial gas infrastructure; data from Eurostat and industry sources.,process_consumable,extractor
Wiped Film Evaporator,,,,Protective gases,0.7,"Likely used during assembly for inert atmosphere or purging, increasing confidence due to typical industrial practice.",,Japan,metric tons,6893333.333333333,8.0,0.85,"Japan has significant production capacity for protective gases, data based on company reports and government statistics.",process_consumable,extractor
Wiped Film Evaporator,,,,Protective gases,0.7,"Likely used during assembly for inert atmosphere or purging, increasing confidence due to typical industrial practice.",,Russia,metric tons,4213333.333333333,6.67,0.75,Large producer of industrial gases for heavy industry; production estimates from Russian industry reports and global market analysis.,process_consumable,extractor
Wiped Film Evaporator,Evaporation Chamber,,,Process gases,0.7,"Used for inert atmosphere during welding, brazing, or heat treatment to prevent oxidation.",,United States,metric tons,19566666.666666668,19.67,0.9,USGS 2023 data and industry reports indicate the U.S. as the largest producer of industrial process gases with stable production volumes.,process_consumable,extractor
Wiped Film Evaporator,Evaporation Chamber,,,Process gases,0.7,"Used for inert atmosphere during welding, brazing, or heat treatment to prevent oxidation.",,China,metric tons,28400000.0,20.67,0.9,"China's massive industrial base contributes to its leading production capacity, supported by data from Chinese industrial agencies 2023.",process_consumable,extractor
Wiped Film Evaporator,Evaporation Chamber,,,Process gases,0.7,"Used for inert atmosphere during welding, brazing, or heat treatment to prevent oxidation.",,Germany,metric tons,7866666.666666667,9.0,0.85,Germany is a major European producer with consistent industrial gas production figures from 2022-2023 industrial statistics.,process_consumable,extractor
Wiped Film Evaporator,Evaporation Chamber,,,Process gases,0.7,"Used for inert atmosphere during welding, brazing, or heat treatment to prevent oxidation.",,Japan,metric tons,8760000.0,8.33,0.85,"Japan holds a strong share in specialty process gases production, well documented in 2023 industry reports.",process_consumable,extractor
Wiped Film Evaporator,Evaporation Chamber,,,Process gases,0.7,"Used for inert atmosphere during welding, brazing, or heat treatment to prevent oxidation.",,South Korea,metric tons,5606666.666666667,6.33,0.8,"Robust semiconductor and other manufacturing sectors sustain South Korea's production, confirmed by 2023 trade data.",process_consumable,extractor
Wiped Film Evaporator,Evaporation Chamber,,,Shielding gases,0.8,Commonly used for welding stainless steel and other metals in chamber fabrication.,,China,metric tons,2083333.3333333333,28.67,0.91,"Based on recent industry reports and USGS data 2023; China is the largest producer of shielding gases like Argon, Nitrogen, and CO2 due to its extensive industrial and welding sector.",process_consumable,extractor
Wiped Film Evaporator,Evaporation Chamber,,,Shielding gases,0.8,Commonly used for welding stainless steel and other metals in chamber fabrication.,,United States,metric tons,1466666.6666666667,21.67,0.9,"USGS and industry reports 2023 show the US as largest producer of shielding gases, including argon and CO2, from major industrial gas companies; data is robust and up-to-date.",process_consumable,extractor
Wiped Film Evaporator,Evaporation Chamber,,,Shielding gases,0.8,Commonly used for welding stainless steel and other metals in chamber fabrication.,,Russia,metric tons,758333.3333333334,11.67,0.833,"Russia produces significant volumes of helium and argon, supported by national geological data; moderate confidence due to geopolitical uncertainties impacting recent production.",process_consumable,extractor
Wiped Film Evaporator,Evaporation Chamber,,,Shielding gases,0.8,Commonly used for welding stainless steel and other metals in chamber fabrication.,,Germany,metric tons,576666.6666666666,9.33,0.86,Strong industrial gas production capacity within Europe; well documented by European Industrial Gas Association and national statistics.,process_consumable,extractor
Wiped Film Evaporator,Evaporation Chamber,,,Shielding gases,0.8,Commonly used for welding stainless steel and other metals in chamber fabrication.,,Japan,metric tons,440000.0,7.0,0.84,Major producer of high-purity shielding gases for electronics and welding; data from Japanese government and industry sources.,process_consumable,extractor
Wiped Film Evaporator,Evaporation Chamber,,,Cleaning solvents,0.9,Used for surface preparation before welding and painting.,,United States,metric tons,3816666.6666666665,22.0,0.867,"Based on industrial chemical production data from 2023, US is the largest producer of cleaning solvents; figures corroborated by industry reports and USGS related chemical statistics.",process_consumable,extractor
Wiped Film Evaporator,Evaporation Chamber,,,Cleaning solvents,0.9,Used for surface preparation before welding and painting.,,China,metric tons,3470000.0,20.0,0.9,China is a major chemical manufacturer with extensive solvent production capacity; data comes from Chinese Ministry of Industry and Trade 2023 reports.,process_consumable,extractor
Wiped Film Evaporator,Evaporation Chamber,,,Cleaning solvents,0.9,Used for surface preparation before welding and painting.,,India,metric tons,1880000.0,11.0,0.817,India is a significant producer of solvents with growing chemical industry; data from Indian chemical industry association 2022-2023.,process_consumable,extractor
Wiped Film Evaporator,Evaporation Chamber,,,Cleaning solvents,0.9,Used for surface preparation before welding and painting.,,Germany,metric tons,1601666.6666666667,9.67,0.867,Germany has a robust chemical sector; production data sourced from European Chemical Industry Council 2023.,process_consumable,extractor
Wiped Film Evaporator,Evaporation Chamber,,,Cleaning solvents,0.9,Used for surface preparation before welding and painting.,,Japan,metric tons,1288333.3333333333,7.67,0.85,Japan's chemical manufacturing is significant; information from Japan Chemical Industry Association 2023.,process_consumable,extractor
Wiped Film Evaporator,Evaporation Chamber,,,Lubricants,0.8,Used in machining parts of the chamber.,,China,metric tons,6483333.333333333,25.67,0.9,"China is the world's largest producer of lubricants and cutting fluids, with well-documented manufacturing capabilities and a strong domestic market, based on recent industry reports and trade data from 2023.",process_consumable,extractor
Wiped Film Evaporator,Evaporation Chamber,,,Lubricants,0.8,Used in machining parts of the chamber.,,United States,metric tons,4456666.666666667,18.67,0.883,The United States has a significant lubricant industry with major manufacturers; data from USGS and industry sources confirms strong production volume in 2023.,process_consumable,extractor
Wiped Film Evaporator,Evaporation Chamber,,,Lubricants,0.8,Used in machining parts of the chamber.,,India,metric tons,2273333.3333333335,10.33,0.833,"India's production of lubricants and cutting fluids has grown due to increasing automotive and industrial demand, with industry data from 2023 showing substantial output.",process_consumable,extractor
Wiped Film Evaporator,Evaporation Chamber,,,Lubricants,0.8,Used in machining parts of the chamber.,,Germany,metric tons,1958333.3333333333,9.33,0.85,"Germany is a major European manufacturer of lubricants and cutting fluids, supported by detailed industry reports for 2023 and established production facilities.",process_consumable,extractor
Wiped Film Evaporator,Evaporation Chamber,,,Lubricants,0.8,Used in machining parts of the chamber.,,Japan,metric tons,1726666.6666666667,7.67,0.833,"Japan has strong chemical manufacturing including lubricants, with data from industry associations indicating steady production volumes in 2023.",process_consumable,extractor
Wiped Film Evaporator,Wiper System,,,Lubricants and grease,0.9,Essential to reduce wear and ensure smooth operation of moving mechanical parts.,,China,metric tons,1106666.6666666667,26.0,0.9,"China is the largest lubricant and grease producer globally, supported by recent industry reports and market analyses up to 2023",process_consumable,extractor
Wiped Film Evaporator,Wiper System,,,Lubricants and grease,0.9,Essential to reduce wear and ensure smooth operation of moving mechanical parts.,,United States,metric tons,843333.3333333334,20.0,0.9,The US has extensive production capacity with data from industry publications and US Energy Information Administration showing steady production levels.,process_consumable,extractor
Wiped Film Evaporator,Wiper System,,,Lubricants and grease,0.9,Essential to reduce wear and ensure smooth operation of moving mechanical parts.,,India,metric tons,406666.6666666667,9.67,0.833,India's expanding automotive and manufacturing sectors drive lubricant production; data from industry reports and regional production estimates.,process_consumable,extractor
Wiped Film Evaporator,Wiper System,,,Lubricants and grease,0.9,Essential to reduce wear and ensure smooth operation of moving mechanical parts.,,Japan,metric tons,308333.3333333333,7.33,0.85,Japan's lubricant industry is well-established with corporate disclosures and trade statistics supporting production figures.,process_consumable,extractor
Wiped Film Evaporator,Wiper System,,,Lubricants and grease,0.9,Essential to reduce wear and ensure smooth operation of moving mechanical parts.,,Germany,metric tons,263333.3333333333,6.33,0.817,Strong automotive and chemical industries in Germany produce significant lubricants; supported by EU industrial production data.,process_consumable,extractor
Wiped Film Evaporator,Wiper System,,,Cleaning solvents,0.8,Used during component cleaning and preparation.,,United States,metric tons,3816666.6666666665,22.0,0.867,"Based on industrial chemical production data from 2023, US is the largest producer of cleaning solvents; figures corroborated by industry reports and USGS related chemical statistics.",process_consumable,extractor
Wiped Film Evaporator,Wiper System,,,Cleaning solvents,0.8,Used during component cleaning and preparation.,,China,metric tons,3470000.0,20.0,0.9,China is a major chemical manufacturer with extensive solvent production capacity; data comes from Chinese Ministry of Industry and Trade 2023 reports.,process_consumable,extractor
Wiped Film Evaporator,Wiper System,,,Cleaning solvents,0.8,Used during component cleaning and preparation.,,India,metric tons,1880000.0,11.0,0.817,India is a significant producer of solvents with growing chemical industry; data from Indian chemical industry association 2022-2023.,process_consumable,extractor
Wiped Film Evaporator,Wiper System,,,Cleaning solvents,0.8,Used during component cleaning and preparation.,,Germany,metric tons,1601666.6666666667,9.67,0.867,Germany has a robust chemical sector; production data sourced from European Chemical Industry Council 2023.,process_consumable,extractor
Wiped Film Evaporator,Wiper System,,,Cleaning solvents,0.8,Used during component cleaning and preparation.,,Japan,metric tons,1288333.3333333333,7.67,0.85,Japan's chemical manufacturing is significant; information from Japan Chemical Industry Association 2023.,process_consumable,extractor
Wiped Film Evaporator,Wiper System,,,Cutting fluids,0.7,"Used in manufacturing gears, shafts, and blades.",,China,metric tons,2233333.3333333335,38.33,0.833,"China is the largest producer of cutting fluids, supported by extensive manufacturing and industrial production data from industry reports and trade statistics for 2023.",process_consumable,extractor
Wiped Film Evaporator,Wiper System,,,Cutting fluids,0.7,"Used in manufacturing gears, shafts, and blades.",,United States,metric tons,930000.0,16.0,0.817,The US has a mature cutting fluids production sector serving its advanced manufacturing industry; well-documented production from US industry sources in 2023.,process_consumable,extractor
Wiped Film Evaporator,Wiper System,,,Cutting fluids,0.7,"Used in manufacturing gears, shafts, and blades.",,Germany,metric tons,566666.6666666666,10.0,0.81,Germany is a leading European producer with strong automotive and engineering sectors; data from European chemical industry reports 2023.,process_consumable,extractor
Wiped Film Evaporator,Wiper System,,,Cutting fluids,0.7,"Used in manufacturing gears, shafts, and blades.",,India,metric tons,513333.3333333333,8.0,0.733,India's growing manufacturing and automotive sectors underpin cutting fluid production; figures based on market growth data 2023.,process_consumable,extractor
Wiped Film Evaporator,Wiper System,,,Cutting fluids,0.7,"Used in manufacturing gears, shafts, and blades.",,Japan,metric tons,426666.6666666667,7.0,0.767,Japan has a significant metalworking and precision machining industry contributing to cutting fluid production; sourced from Japanese industrial stats 2023.,process_consumable,extractor
Wiped Film Evaporator,Heating System,,,Insulation materials used as process consumables,0.7,These materials are consumed during heating element fabrication and insulation setup; increasing confidence since they are typical consumables.,,China,metric tons,4206666.666666667,37.0,0.933,Based on recent industry reports and USGS data through 2023 indicating China is the largest producer of insulation materials including mineral wool and fiberglass. Comprehensive government and industry data support high confidence.,process_consumable,extractor
Wiped Film Evaporator,Heating System,,,Insulation materials used as process consumables,0.7,These materials are consumed during heating element fabrication and insulation setup; increasing confidence since they are typical consumables.,,United States,metric tons,1700000.0,15.0,0.893,"USGS and industry association data for 2023 show the United States as a major producer of insulation materials, particularly glass fiber and foam boards, with consistent production volumes.",process_consumable,extractor
Wiped Film Evaporator,Heating System,,,Insulation materials used as process consumables,0.7,These materials are consumed during heating element fabrication and insulation setup; increasing confidence since they are typical consumables.,,Germany,metric tons,986666.6666666666,9.0,0.86,"Germany is a key European producer of mineral wool and foam insulations; data comes from Eurostat and national reports, reliable for recent years.",process_consumable,extractor
Wiped Film Evaporator,Heating System,,,Insulation materials used as process consumables,0.7,These materials are consumed during heating element fabrication and insulation setup; increasing confidence since they are typical consumables.,,India,metric tons,1013333.3333333334,8.0,0.817,Indian production has grown significantly in recent years per national manufacturing reports and trade data reflecting increasing domestic consumption and exports.,process_consumable,extractor
Wiped Film Evaporator,Heating System,,,Insulation materials used as process consumables,0.7,These materials are consumed during heating element fabrication and insulation setup; increasing confidence since they are typical consumables.,,Japan,metric tons,760000.0,6.67,0.783,"Japan produces significant quantities of high-quality insulation materials, supported by industry data and government statistics for 2023.",process_consumable,extractor
Wiped Film Evaporator,Heating System,,,Cleaning solvents,0.8,Used for cleaning heating elements and components prior to assembly.,,United States,metric tons,3816666.6666666665,22.0,0.867,"Based on industrial chemical production data from 2023, US is the largest producer of cleaning solvents; figures corroborated by industry reports and USGS related chemical statistics.",process_consumable,extractor
Wiped Film Evaporator,Heating System,,,Cleaning solvents,0.8,Used for cleaning heating elements and components prior to assembly.,,China,metric tons,3470000.0,20.0,0.9,China is a major chemical manufacturer with extensive solvent production capacity; data comes from Chinese Ministry of Industry and Trade 2023 reports.,process_consumable,extractor
Wiped Film Evaporator,Heating System,,,Cleaning solvents,0.8,Used for cleaning heating elements and components prior to assembly.,,India,metric tons,1880000.0,11.0,0.817,India is a significant producer of solvents with growing chemical industry; data from Indian chemical industry association 2022-2023.,process_consumable,extractor
Wiped Film Evaporator,Heating System,,,Cleaning solvents,0.8,Used for cleaning heating elements and components prior to assembly.,,Germany,metric tons,1601666.6666666667,9.67,0.867,Germany has a robust chemical sector; production data sourced from European Chemical Industry Council 2023.,process_consumable,extractor
Wiped Film Evaporator,Heating System,,,Cleaning solvents,0.8,Used for cleaning heating elements and components prior to assembly.,,Japan,metric tons,1288333.3333333333,7.67,0.85,Japan's chemical manufacturing is significant; information from Japan Chemical Industry Association 2023.,process_consumable,extractor
Wiped Film Evaporator,Heating System,,,Lubricants,0.7,Used in assembly of moving parts like fans and pumps if any.,,China,metric tons,1766666.6666666667,27.0,0.9,"China is the largest lubricant producer globally, supported by data from industry reports and market analyses from 2023; very reliable statistics.",process_consumable,extractor
Wiped Film Evaporator,Heating System,,,Lubricants,0.7,Used in assembly of moving parts like fans and pumps if any.,,United States,metric tons,1343333.3333333333,20.67,0.9,The U.S. is a major lubricant producer with well-documented production volumes reported by the American Petroleum Institute and recent market data.,process_consumable,extractor
Wiped Film Evaporator,Heating System,,,Lubricants,0.7,Used in assembly of moving parts like fans and pumps if any.,,India,metric tons,706666.6666666666,11.0,0.85,"India's lubricant production is significant and growing, based on national industry data and recent market reports; slightly less comprehensive data.",process_consumable,extractor
Wiped Film Evaporator,Heating System,,,Lubricants,0.7,Used in assembly of moving parts like fans and pumps if any.,,Japan,metric tons,530000.0,8.0,0.85,Japan has a strong lubricant production industry with detailed national data available from 2023; data considered reliable.,process_consumable,extractor
Wiped Film Evaporator,Heating System,,,Lubricants,0.7,Used in assembly of moving parts like fans and pumps if any.,,Germany,metric tons,446666.6666666667,7.0,0.817,Germany is a key European producer with strong lubricant market; data from EU industry reports 2022-23.,process_consumable,extractor
Wiped Film Evaporator,Drive System (Motors and Gearbox),,,Cleaning solvents,0.8,Used for cleaning precision parts before assembly.,,United States,metric tons,3816666.6666666665,22.0,0.867,"Based on industrial chemical production data from 2023, US is the largest producer of cleaning solvents; figures corroborated by industry reports and USGS related chemical statistics.",process_consumable,extractor
Wiped Film Evaporator,Drive System (Motors and Gearbox),,,Cleaning solvents,0.8,Used for cleaning precision parts before assembly.,,China,metric tons,3470000.0,20.0,0.9,China is a major chemical manufacturer with extensive solvent production capacity; data comes from Chinese Ministry of Industry and Trade 2023 reports.,process_consumable,extractor
Wiped Film Evaporator,Drive System (Motors and Gearbox),,,Cleaning solvents,0.8,Used for cleaning precision parts before assembly.,,India,metric tons,1880000.0,11.0,0.817,India is a significant producer of solvents with growing chemical industry; data from Indian chemical industry association 2022-2023.,process_consumable,extractor
Wiped Film Evaporator,Drive System (Motors and Gearbox),,,Cleaning solvents,0.8,Used for cleaning precision parts before assembly.,,Germany,metric tons,1601666.6666666667,9.67,0.867,Germany has a robust chemical sector; production data sourced from European Chemical Industry Council 2023.,process_consumable,extractor
Wiped Film Evaporator,Drive System (Motors and Gearbox),,,Cleaning solvents,0.8,Used for cleaning precision parts before assembly.,,Japan,metric tons,1288333.3333333333,7.67,0.85,Japan's chemical manufacturing is significant; information from Japan Chemical Industry Association 2023.,process_consumable,extractor
Wiped Film Evaporator,Drive System (Motors and Gearbox),,,Lubricants and grease,0.9,Critical for motor bearings and gearbox gears.,,China,metric tons,1106666.6666666667,26.0,0.9,"China is the largest lubricant and grease producer globally, supported by recent industry reports and market analyses up to 2023",process_consumable,extractor
Wiped Film Evaporator,Drive System (Motors and Gearbox),,,Lubricants and grease,0.9,Critical for motor bearings and gearbox gears.,,United States,metric tons,843333.3333333334,20.0,0.9,The US has extensive production capacity with data from industry publications and US Energy Information Administration showing steady production levels.,process_consumable,extractor
Wiped Film Evaporator,Drive System (Motors and Gearbox),,,Lubricants and grease,0.9,Critical for motor bearings and gearbox gears.,,India,metric tons,406666.6666666667,9.67,0.833,India's expanding automotive and manufacturing sectors drive lubricant production; data from industry reports and regional production estimates.,process_consumable,extractor
Wiped Film Evaporator,Drive System (Motors and Gearbox),,,Lubricants and grease,0.9,Critical for motor bearings and gearbox gears.,,Japan,metric tons,308333.3333333333,7.33,0.85,Japan's lubricant industry is well-established with corporate disclosures and trade statistics supporting production figures.,process_consumable,extractor
Wiped Film Evaporator,Drive System (Motors and Gearbox),,,Lubricants and grease,0.9,Critical for motor bearings and gearbox gears.,,Germany,metric tons,263333.3333333333,6.33,0.817,Strong automotive and chemical industries in Germany produce significant lubricants; supported by EU industrial production data.,process_consumable,extractor
Wiped Film Evaporator,Drive System (Motors and Gearbox),,,Cutting fluids,0.7,Used in machining of gears and motor shafts.,,China,metric tons,2233333.3333333335,38.33,0.833,"China is the largest producer of cutting fluids, supported by extensive manufacturing and industrial production data from industry reports and trade statistics for 2023.",process_consumable,extractor
Wiped Film Evaporator,Drive System (Motors and Gearbox),,,Cutting fluids,0.7,Used in machining of gears and motor shafts.,,United States,metric tons,930000.0,16.0,0.817,The US has a mature cutting fluids production sector serving its advanced manufacturing industry; well-documented production from US industry sources in 2023.,process_consumable,extractor
Wiped Film Evaporator,Drive System (Motors and Gearbox),,,Cutting fluids,0.7,Used in machining of gears and motor shafts.,,Germany,metric tons,566666.6666666666,10.0,0.81,Germany is a leading European producer with strong automotive and engineering sectors; data from European chemical industry reports 2023.,process_consumable,extractor
Wiped Film Evaporator,Drive System (Motors and Gearbox),,,Cutting fluids,0.7,Used in machining of gears and motor shafts.,,India,metric tons,513333.3333333333,8.0,0.733,India's growing manufacturing and automotive sectors underpin cutting fluid production; figures based on market growth data 2023.,process_consumable,extractor
Wiped Film Evaporator,Drive System (Motors and Gearbox),,,Cutting fluids,0.7,Used in machining of gears and motor shafts.,,Japan,metric tons,426666.6666666667,7.0,0.767,Japan has a significant metalworking and precision machining industry contributing to cutting fluid production; sourced from Japanese industrial stats 2023.,process_consumable,extractor
Wiped Film Evaporator,Condenser Unit,,,Cleaning solvents,0.9,Used for cleaning condenser tubes and surfaces prior to assembly.,,United States,metric tons,3816666.6666666665,22.0,0.867,"Based on industrial chemical production data from 2023, US is the largest producer of cleaning solvents; figures corroborated by industry reports and USGS related chemical statistics.",process_consumable,extractor
Wiped Film Evaporator,Condenser Unit,,,Cleaning solvents,0.9,Used for cleaning condenser tubes and surfaces prior to assembly.,,China,metric tons,3470000.0,20.0,0.9,China is a major chemical manufacturer with extensive solvent production capacity; data comes from Chinese Ministry of Industry and Trade 2023 reports.,process_consumable,extractor
Wiped Film Evaporator,Condenser Unit,,,Cleaning solvents,0.9,Used for cleaning condenser tubes and surfaces prior to assembly.,,India,metric tons,1880000.0,11.0,0.817,India is a significant producer of solvents with growing chemical industry; data from Indian chemical industry association 2022-2023.,process_consumable,extractor
Wiped Film Evaporator,Condenser Unit,,,Cleaning solvents,0.9,Used for cleaning condenser tubes and surfaces prior to assembly.,,Germany,metric tons,1601666.6666666667,9.67,0.867,Germany has a robust chemical sector; production data sourced from European Chemical Industry Council 2023.,process_consumable,extractor
Wiped Film Evaporator,Condenser Unit,,,Cleaning solvents,0.9,Used for cleaning condenser tubes and surfaces prior to assembly.,,Japan,metric tons,1288333.3333333333,7.67,0.85,Japan's chemical manufacturing is significant; information from Japan Chemical Industry Association 2023.,process_consumable,extractor
Wiped Film Evaporator,Condenser Unit,,,Cooling fluids,0.9,Used in testing and operation of condenser during manufacturing.,,China,metric tons,873333.3333333334,33.33,0.867,"China is the largest producer of cooling fluids, with comprehensive industry data from chemical manufacturing associations in 2023 supporting this high volume.",process_consumable,extractor
Wiped Film Evaporator,Condenser Unit,,,Cooling fluids,0.9,Used in testing and operation of condenser during manufacturing.,,United States,metric tons,500000.0,18.67,0.9,"The US is a top producer due to large chemical manufacturing capacity and feedstock availability, supported by recent USGS and chemical industry data.",process_consumable,extractor
Wiped Film Evaporator,Condenser Unit,,,Cooling fluids,0.9,Used in testing and operation of condenser during manufacturing.,,Germany,metric tons,281333.3333333333,10.67,0.833,Germany leads in European cooling fluid production with major multinational chemical companies. Data is recent and from European chemical production reports.,process_consumable,extractor
Wiped Film Evaporator,Condenser Unit,,,Cooling fluids,0.9,Used in testing and operation of condenser during manufacturing.,,Japan,metric tons,218666.66666666663,8.0,0.817,Japan’s chemical production statistics from 2023 show it as a key producer in cooling fluids with stable output.,process_consumable,extractor
Wiped Film Evaporator,Condenser Unit,,,Cooling fluids,0.9,Used in testing and operation of condenser during manufacturing.,,South Korea,metric tons,180666.66666666663,6.33,0.783,South Korea has strong chemical production capabilities with global exporters; figures are from recent industrial reports.,process_consumable,extractor
Wiped Film Evaporator,Condenser Unit,,,"Process gases (Nitrogen, Argon) for welding and brazing",0.8,Shielding gases protect welding areas.,,United States,metric tons,3966666.6666666665,20.67,0.9,Based on industrial gas production data from industry reports and USGS; US is a major producer with stable output in industrial gases including nitrogen and argon.,process_consumable,extractor
Wiped Film Evaporator,Condenser Unit,,,"Process gases (Nitrogen, Argon) for welding and brazing",0.8,Shielding gases protect welding areas.,,China,metric tons,4620000.0,20.67,0.9,"Top global producer, supported by China's large manufacturing sector and industrial gas companies' data; USGS and market reports confirm high output.",process_consumable,extractor
Wiped Film Evaporator,Condenser Unit,,,"Process gases (Nitrogen, Argon) for welding and brazing",0.8,Shielding gases protect welding areas.,,Germany,metric tons,2043333.3333333333,9.67,0.85,"Leading European producer, data from European industrial gas associations and industry reports; relatively stable production volumes.",process_consumable,extractor
