technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning,dependency_type,extraction_provenance
Capillary Electrophoresis Genetic Analyzer,Acquisition and Control Electronics Board,0.92,Two-agent support and critical for data processing; consensus and critique recommend inclusion.,Fiberglass,0.7,Round 3 refinement with peer support: 0,701939.0,Turkey,metric tons,0.0,6.0,0.7,LLM fallback cache (previously computed) - no USGS data available for Fiberglass,constituent,
Capillary Electrophoresis Genetic Analyzer,Sample Injection and Handling System,0.89,Supported by two agents; important for sample introduction and handling; peer guidance supports inclusion.,Acrylic,0.85,Round 3 refinement with peer support: 1,390690.0,China,metric tons,3813333.3333333335,52.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Acrylic,constituent,
Capillary Electrophoresis Genetic Analyzer,Sample Injection and Handling System,0.89,Supported by two agents; important for sample introduction and handling; peer guidance supports inclusion.,Acrylic,0.85,Round 3 refinement with peer support: 1,390690.0,United States,metric tons,880000.0,12.0,0.793,LLM fallback cache (previously computed) - no USGS data available for Acrylic,constituent,
Capillary Electrophoresis Genetic Analyzer,Sample Injection and Handling System,0.89,Supported by two agents; important for sample introduction and handling; peer guidance supports inclusion.,Acrylic,0.85,Round 3 refinement with peer support: 1,390690.0,Japan,metric tons,586666.6666666666,8.0,0.787,LLM fallback cache (previously computed) - no USGS data available for Acrylic,constituent,
Capillary Electrophoresis Genetic Analyzer,Sample Injection and Handling System,0.89,Supported by two agents; important for sample introduction and handling; peer guidance supports inclusion.,Acrylic,0.85,Round 3 refinement with peer support: 1,390690.0,South Korea,metric tons,453333.3333333333,6.17,0.757,LLM fallback cache (previously computed) - no USGS data available for Acrylic,constituent,
Capillary Electrophoresis Genetic Analyzer,Sample Injection and Handling System,0.89,Supported by two agents; important for sample introduction and handling; peer guidance supports inclusion.,Acrylic,0.85,Round 3 refinement with peer support: 1,390690.0,Germany,metric tons,376666.6666666667,5.17,0.757,LLM fallback cache (previously computed) - no USGS data available for Acrylic,constituent,
Capillary Electrophoresis Genetic Analyzer,Sample Injection and Handling System,0.89,Supported by two agents; important for sample introduction and handling; peer guidance supports inclusion.,Stainless steel,0.7,Round 3 refinement with peer support: 0,722000.0,China,metric tons,0.0,29.6,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel,constituent,
Capillary Electrophoresis Genetic Analyzer,Sample Injection and Handling System,0.89,Supported by two agents; important for sample introduction and handling; peer guidance supports inclusion.,Stainless steel,0.7,Round 3 refinement with peer support: 0,722000.0,India,metric tons,0.0,7.6,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel,constituent,
Capillary Electrophoresis Genetic Analyzer,Sample Injection and Handling System,0.89,Supported by two agents; important for sample introduction and handling; peer guidance supports inclusion.,Stainless steel,0.7,Round 3 refinement with peer support: 0,722000.0,Japan,metric tons,0.0,3.7,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel,constituent,
Capillary Electrophoresis Genetic Analyzer,Sample Injection and Handling System,0.89,Supported by two agents; important for sample introduction and handling; peer guidance supports inclusion.,Stainless steel,0.7,Round 3 refinement with peer support: 0,722000.0,Russia,metric tons,0.0,3.9,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel,constituent,
Capillary Electrophoresis Genetic Analyzer,Sample Injection and Handling System,0.89,Supported by two agents; important for sample introduction and handling; peer guidance supports inclusion.,Stainless steel,0.7,Round 3 refinement with peer support: 0,722000.0,South Korea,metric tons,0.0,2.5,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel,constituent,
Capillary Electrophoresis Genetic Analyzer,Sample Injection and Handling System,0.89,Supported by two agents; important for sample introduction and handling; peer guidance supports inclusion.,Aluminum,0.7,Round 3 refinement with peer support: 0,280300.0,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,Sample Injection and Handling System,0.89,Supported by two agents; important for sample introduction and handling; peer guidance supports inclusion.,Aluminum,0.7,Round 3 refinement with peer support: 0,280300.0,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,Sample Injection and Handling System,0.89,Supported by two agents; important for sample introduction and handling; peer guidance supports inclusion.,Aluminum,0.7,Round 3 refinement with peer support: 0,280300.0,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,Sample Injection and Handling System,0.89,Supported by two agents; important for sample introduction and handling; peer guidance supports inclusion.,Aluminum,0.7,Round 3 refinement with peer support: 0,280300.0,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,Sample Injection and Handling System,0.89,Supported by two agents; important for sample introduction and handling; peer guidance supports inclusion.,Aluminum,0.7,Round 3 refinement with peer support: 0,280300.0,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,Sample Injection and Handling System,0.89,Supported by two agents; important for sample introduction and handling; peer guidance supports inclusion.,Buffer salts,0.7,Round 3 refinement with peer support: 0,382490.0,China,metric tons,3666666.6666666665,34.33,0.883,LLM fallback cache (previously computed) - no USGS data available for Buffer salts,constituent,
Capillary Electrophoresis Genetic Analyzer,Sample Injection and Handling System,0.89,Supported by two agents; important for sample introduction and handling; peer guidance supports inclusion.,Buffer salts,0.7,Round 3 refinement with peer support: 0,382490.0,United States,metric tons,1820000.0,15.0,0.893,LLM fallback cache (previously computed) - no USGS data available for Buffer salts,constituent,
Capillary Electrophoresis Genetic Analyzer,Sample Injection and Handling System,0.89,Supported by two agents; important for sample introduction and handling; peer guidance supports inclusion.,Buffer salts,0.7,Round 3 refinement with peer support: 0,382490.0,India,metric tons,1016666.6666666666,11.33,0.817,LLM fallback cache (previously computed) - no USGS data available for Buffer salts,constituent,
Capillary Electrophoresis Genetic Analyzer,Sample Injection and Handling System,0.89,Supported by two agents; important for sample introduction and handling; peer guidance supports inclusion.,Buffer salts,0.7,Round 3 refinement with peer support: 0,382490.0,Russia,metric tons,793333.3333333334,7.33,0.717,LLM fallback cache (previously computed) - no USGS data available for Buffer salts,constituent,
Capillary Electrophoresis Genetic Analyzer,Sample Injection and Handling System,0.89,Supported by two agents; important for sample introduction and handling; peer guidance supports inclusion.,Buffer salts,0.7,Round 3 refinement with peer support: 0,382490.0,Germany,metric tons,920000.0,8.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Buffer salts,constituent,
Capillary Electrophoresis Genetic Analyzer,System Chassis and Enclosure,0.84,Two-agent support; provides necessary housing and mechanical support per consensus.,Aluminum,0.95,Round 3 refinement with peer support: 2,280300.0,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,System Chassis and Enclosure,0.84,Two-agent support; provides necessary housing and mechanical support per consensus.,Aluminum,0.95,Round 3 refinement with peer support: 2,280300.0,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,System Chassis and Enclosure,0.84,Two-agent support; provides necessary housing and mechanical support per consensus.,Aluminum,0.95,Round 3 refinement with peer support: 2,280300.0,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,System Chassis and Enclosure,0.84,Two-agent support; provides necessary housing and mechanical support per consensus.,Aluminum,0.95,Round 3 refinement with peer support: 2,280300.0,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,System Chassis and Enclosure,0.84,Two-agent support; provides necessary housing and mechanical support per consensus.,Aluminum,0.95,Round 3 refinement with peer support: 2,280300.0,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,System Chassis and Enclosure,0.84,Two-agent support; provides necessary housing and mechanical support per consensus.,Acrylic,0.95,Round 3 refinement with peer support: 2,390690.0,China,metric tons,3813333.3333333335,52.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Acrylic,constituent,
Capillary Electrophoresis Genetic Analyzer,System Chassis and Enclosure,0.84,Two-agent support; provides necessary housing and mechanical support per consensus.,Acrylic,0.95,Round 3 refinement with peer support: 2,390690.0,United States,metric tons,880000.0,12.0,0.793,LLM fallback cache (previously computed) - no USGS data available for Acrylic,constituent,
Capillary Electrophoresis Genetic Analyzer,System Chassis and Enclosure,0.84,Two-agent support; provides necessary housing and mechanical support per consensus.,Acrylic,0.95,Round 3 refinement with peer support: 2,390690.0,Japan,metric tons,586666.6666666666,8.0,0.787,LLM fallback cache (previously computed) - no USGS data available for Acrylic,constituent,
Capillary Electrophoresis Genetic Analyzer,System Chassis and Enclosure,0.84,Two-agent support; provides necessary housing and mechanical support per consensus.,Acrylic,0.95,Round 3 refinement with peer support: 2,390690.0,South Korea,metric tons,453333.3333333333,6.17,0.757,LLM fallback cache (previously computed) - no USGS data available for Acrylic,constituent,
Capillary Electrophoresis Genetic Analyzer,System Chassis and Enclosure,0.84,Two-agent support; provides necessary housing and mechanical support per consensus.,Acrylic,0.95,Round 3 refinement with peer support: 2,390690.0,Germany,metric tons,376666.6666666667,5.17,0.757,LLM fallback cache (previously computed) - no USGS data available for Acrylic,constituent,
Capillary Electrophoresis Genetic Analyzer,System Chassis and Enclosure,0.84,Two-agent support; provides necessary housing and mechanical support per consensus.,Acrylonitrile butadiene styrene,0.85,Round 3 refinement with peer support: 1,390330.0,China,metric tons,5233333.333333333,47.67,0.917,LLM fallback cache (previously computed) - no USGS data available for Acrylonitrile butadiene styrene,constituent,
Capillary Electrophoresis Genetic Analyzer,System Chassis and Enclosure,0.84,Two-agent support; provides necessary housing and mechanical support per consensus.,Acrylonitrile butadiene styrene,0.85,Round 3 refinement with peer support: 1,390330.0,United States,metric tons,1463333.3333333333,13.33,0.88,LLM fallback cache (previously computed) - no USGS data available for Acrylonitrile butadiene styrene,constituent,
Capillary Electrophoresis Genetic Analyzer,System Chassis and Enclosure,0.84,Two-agent support; provides necessary housing and mechanical support per consensus.,Acrylonitrile butadiene styrene,0.85,Round 3 refinement with peer support: 1,390330.0,South Korea,metric tons,865333.3333333334,8.0,0.833,LLM fallback cache (previously computed) - no USGS data available for Acrylonitrile butadiene styrene,constituent,
Capillary Electrophoresis Genetic Analyzer,System Chassis and Enclosure,0.84,Two-agent support; provides necessary housing and mechanical support per consensus.,Acrylonitrile butadiene styrene,0.85,Round 3 refinement with peer support: 1,390330.0,Japan,metric tons,757333.3333333334,7.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Acrylonitrile butadiene styrene,constituent,
Capillary Electrophoresis Genetic Analyzer,System Chassis and Enclosure,0.84,Two-agent support; provides necessary housing and mechanical support per consensus.,Acrylonitrile butadiene styrene,0.85,Round 3 refinement with peer support: 1,390330.0,Germany,metric tons,593333.3333333334,5.33,0.783,LLM fallback cache (previously computed) - no USGS data available for Acrylonitrile butadiene styrene,constituent,
Capillary Electrophoresis Genetic Analyzer,System Chassis and Enclosure,0.84,Two-agent support; provides necessary housing and mechanical support per consensus.,Stainless steel,0.7,Round 3 refinement with peer support: 0,722000.0,China,metric tons,0.0,29.6,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel,constituent,
Capillary Electrophoresis Genetic Analyzer,System Chassis and Enclosure,0.84,Two-agent support; provides necessary housing and mechanical support per consensus.,Stainless steel,0.7,Round 3 refinement with peer support: 0,722000.0,India,metric tons,0.0,7.6,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel,constituent,
Capillary Electrophoresis Genetic Analyzer,System Chassis and Enclosure,0.84,Two-agent support; provides necessary housing and mechanical support per consensus.,Stainless steel,0.7,Round 3 refinement with peer support: 0,722000.0,Japan,metric tons,0.0,3.7,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel,constituent,
Capillary Electrophoresis Genetic Analyzer,System Chassis and Enclosure,0.84,Two-agent support; provides necessary housing and mechanical support per consensus.,Stainless steel,0.7,Round 3 refinement with peer support: 0,722000.0,Russia,metric tons,0.0,3.9,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel,constituent,
Capillary Electrophoresis Genetic Analyzer,System Chassis and Enclosure,0.84,Two-agent support; provides necessary housing and mechanical support per consensus.,Stainless steel,0.7,Round 3 refinement with peer support: 0,722000.0,South Korea,metric tons,0.0,2.5,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel,constituent,
Capillary Electrophoresis Genetic Analyzer,Cooling Controller,0.83,Supported by all agents with moderate confidence; needed to maintain capillary stability.,Silicon,0.95,Round 3 refinement with peer support: 2,280469.0,CHINA,THOUSAND METRIC TONS,3600.0,40.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,Cooling Controller,0.83,Supported by all agents with moderate confidence; needed to maintain capillary stability.,Silicon,0.95,Round 3 refinement with peer support: 2,280469.0,RUSSIA,THOUSAND METRIC TONS,570.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,Cooling Controller,0.83,Supported by all agents with moderate confidence; needed to maintain capillary stability.,Silicon,0.95,Round 3 refinement with peer support: 2,280469.0,BRAZIL,THOUSAND METRIC TONS,190.0,2.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,Cooling Controller,0.83,Supported by all agents with moderate confidence; needed to maintain capillary stability.,Silicon,0.95,Round 3 refinement with peer support: 2,280469.0,NORWAY,THOUSAND METRIC TONS,200.0,2.22,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,Cooling Controller,0.83,Supported by all agents with moderate confidence; needed to maintain capillary stability.,Silicon,0.95,Round 3 refinement with peer support: 2,280469.0,OTHER,THOUSAND METRIC TONS,100.0,1.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,Cooling Controller,0.83,Supported by all agents with moderate confidence; needed to maintain capillary stability.,Copper,0.95,Round 3 refinement with peer support: 2,740100.0,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,Cooling Controller,0.83,Supported by all agents with moderate confidence; needed to maintain capillary stability.,Copper,0.95,Round 3 refinement with peer support: 2,740100.0,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,Cooling Controller,0.83,Supported by all agents with moderate confidence; needed to maintain capillary stability.,Copper,0.95,Round 3 refinement with peer support: 2,740100.0,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,Cooling Controller,0.83,Supported by all agents with moderate confidence; needed to maintain capillary stability.,Copper,0.95,Round 3 refinement with peer support: 2,740100.0,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,Cooling Controller,0.83,Supported by all agents with moderate confidence; needed to maintain capillary stability.,Copper,0.95,Round 3 refinement with peer support: 2,740100.0,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,Cooling Controller,0.83,Supported by all agents with moderate confidence; needed to maintain capillary stability.,Aluminum,0.7,Round 3 refinement with peer support: 0,280300.0,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,Cooling Controller,0.83,Supported by all agents with moderate confidence; needed to maintain capillary stability.,Aluminum,0.7,Round 3 refinement with peer support: 0,280300.0,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,Cooling Controller,0.83,Supported by all agents with moderate confidence; needed to maintain capillary stability.,Aluminum,0.7,Round 3 refinement with peer support: 0,280300.0,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,Cooling Controller,0.83,Supported by all agents with moderate confidence; needed to maintain capillary stability.,Aluminum,0.7,Round 3 refinement with peer support: 0,280300.0,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,Cooling Controller,0.83,Supported by all agents with moderate confidence; needed to maintain capillary stability.,Aluminum,0.7,Round 3 refinement with peer support: 0,280300.0,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,constituent,
Capillary Electrophoresis Genetic Analyzer,Fluidics System (Buffer Reservoir and Pump),0.82,Two-agent support and necessary for fluidics management; peer critique supports preserving this component.,Buffer salts,0.95,Round 3 refinement with peer support: 2,382490.0,China,metric tons,3666666.6666666665,34.33,0.883,LLM fallback cache (previously computed) - no USGS data available for Buffer salts,constituent,
Capillary Electrophoresis Genetic Analyzer,Fluidics System (Buffer Reservoir and Pump),0.82,Two-agent support and necessary for fluidics management; peer critique supports preserving this component.,Buffer salts,0.95,Round 3 refinement with peer support: 2,382490.0,United States,metric tons,1820000.0,15.0,0.893,LLM fallback cache (previously computed) - no USGS data available for Buffer salts,constituent,
Capillary Electrophoresis Genetic Analyzer,Fluidics System (Buffer Reservoir and Pump),0.82,Two-agent support and necessary for fluidics management; peer critique supports preserving this component.,Buffer salts,0.95,Round 3 refinement with peer support: 2,382490.0,India,metric tons,1016666.6666666666,11.33,0.817,LLM fallback cache (previously computed) - no USGS data available for Buffer salts,constituent,
Capillary Electrophoresis Genetic Analyzer,Fluidics System (Buffer Reservoir and Pump),0.82,Two-agent support and necessary for fluidics management; peer critique supports preserving this component.,Buffer salts,0.95,Round 3 refinement with peer support: 2,382490.0,Russia,metric tons,793333.3333333334,7.33,0.717,LLM fallback cache (previously computed) - no USGS data available for Buffer salts,constituent,
Capillary Electrophoresis Genetic Analyzer,Fluidics System (Buffer Reservoir and Pump),0.82,Two-agent support and necessary for fluidics management; peer critique supports preserving this component.,Buffer salts,0.95,Round 3 refinement with peer support: 2,382490.0,Germany,metric tons,920000.0,8.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Buffer salts,constituent,
Capillary Electrophoresis Genetic Analyzer,Fluidics System (Buffer Reservoir and Pump),0.82,Two-agent support and necessary for fluidics management; peer critique supports preserving this component.,Acrylic,0.85,Round 3 refinement with peer support: 1,390690.0,China,metric tons,3813333.3333333335,52.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Acrylic,constituent,
Capillary Electrophoresis Genetic Analyzer,Fluidics System (Buffer Reservoir and Pump),0.82,Two-agent support and necessary for fluidics management; peer critique supports preserving this component.,Acrylic,0.85,Round 3 refinement with peer support: 1,390690.0,United States,metric tons,880000.0,12.0,0.793,LLM fallback cache (previously computed) - no USGS data available for Acrylic,constituent,
Capillary Electrophoresis Genetic Analyzer,Fluidics System (Buffer Reservoir and Pump),0.82,Two-agent support and necessary for fluidics management; peer critique supports preserving this component.,Acrylic,0.85,Round 3 refinement with peer support: 1,390690.0,Japan,metric tons,586666.6666666666,8.0,0.787,LLM fallback cache (previously computed) - no USGS data available for Acrylic,constituent,
Capillary Electrophoresis Genetic Analyzer,Fluidics System (Buffer Reservoir and Pump),0.82,Two-agent support and necessary for fluidics management; peer critique supports preserving this component.,Acrylic,0.85,Round 3 refinement with peer support: 1,390690.0,South Korea,metric tons,453333.3333333333,6.17,0.757,LLM fallback cache (previously computed) - no USGS data available for Acrylic,constituent,
Capillary Electrophoresis Genetic Analyzer,Fluidics System (Buffer Reservoir and Pump),0.82,Two-agent support and necessary for fluidics management; peer critique supports preserving this component.,Acrylic,0.85,Round 3 refinement with peer support: 1,390690.0,Germany,metric tons,376666.6666666667,5.17,0.757,LLM fallback cache (previously computed) - no USGS data available for Acrylic,constituent,
Capillary Electrophoresis Genetic Analyzer,Fluidics System (Buffer Reservoir and Pump),0.82,Two-agent support and necessary for fluidics management; peer critique supports preserving this component.,Glass,0.7,Round 3 refinement with peer support: 0,700800.0,China,metric tons,43666690.0,50.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Glass,constituent,
Capillary Electrophoresis Genetic Analyzer,Fluidics System (Buffer Reservoir and Pump),0.82,Two-agent support and necessary for fluidics management; peer critique supports preserving this component.,Glass,0.7,Round 3 refinement with peer support: 0,700800.0,United States,metric tons,9866669.766666668,9.33,0.9,LLM fallback cache (previously computed) - no USGS data available for Glass,constituent,
Capillary Electrophoresis Genetic Analyzer,Fluidics System (Buffer Reservoir and Pump),0.82,Two-agent support and necessary for fluidics management; peer critique supports preserving this component.,Glass,0.7,Round 3 refinement with peer support: 0,700800.0,India,metric tons,8040002.333333333,7.33,0.85,LLM fallback cache (previously computed) - no USGS data available for Glass,constituent,
Capillary Electrophoresis Genetic Analyzer,Fluidics System (Buffer Reservoir and Pump),0.82,Two-agent support and necessary for fluidics management; peer critique supports preserving this component.,Glass,0.7,Round 3 refinement with peer support: 0,700800.0,Russia,metric tons,6066668.233333333,5.33,0.783,LLM fallback cache (previously computed) - no USGS data available for Glass,constituent,
Capillary Electrophoresis Genetic Analyzer,Fluidics System (Buffer Reservoir and Pump),0.82,Two-agent support and necessary for fluidics management; peer critique supports preserving this component.,Glass,0.7,Round 3 refinement with peer support: 0,700800.0,Germany,metric tons,5920001.166666667,5.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Glass,constituent,
Capillary Electrophoresis Genetic Analyzer,,,,Cleaning solvents,0.9,Cleaning solvents like IPA and acetone are standard and critical for contamination control in final assembly.,,United States,metric tons,4366666.666666667,21.33,0.85,US is a leading chemical producer including cleaning solvents; data from industry reports and trade statistics within last 2 years; strong chemical manufacturing base.,process_consumable,extractor
Capillary Electrophoresis Genetic Analyzer,,,,Cleaning solvents,0.9,Cleaning solvents like IPA and acetone are standard and critical for contamination control in final assembly.,,China,metric tons,3950000.0,19.33,0.9,China is the largest chemical producer globally with extensive solvent production; recent industry data confirms high output.,process_consumable,extractor
Capillary Electrophoresis Genetic Analyzer,,,,Cleaning solvents,0.9,Cleaning solvents like IPA and acetone are standard and critical for contamination control in final assembly.,,Germany,metric tons,2300000.0,10.67,0.85,"Germany is Europe's leading chemical producer, with significant solvent manufacturing; well-documented EU data.",process_consumable,extractor
Capillary Electrophoresis Genetic Analyzer,,,,Cleaning solvents,0.9,Cleaning solvents like IPA and acetone are standard and critical for contamination control in final assembly.,,India,metric tons,1916666.6666666667,9.0,0.8,India's growing chemical industry includes solvent production; recent government industry reports support estimates.,process_consumable,extractor
Capillary Electrophoresis Genetic Analyzer,,,,Cleaning solvents,0.9,Cleaning solvents like IPA and acetone are standard and critical for contamination control in final assembly.,,Japan,metric tons,1708333.3333333333,8.0,0.8,Japan maintains substantial chemical production including solvents; industry association data supports estimates.,process_consumable,extractor
Capillary Electrophoresis Genetic Analyzer,,,,Fluxes,0.9,Fluxes are reliably used in soldering of electronic assemblies at final assembly level.,,China,metric tons,3200000.0,40.0,0.933,"Based on USGS 2023 and global market reports, China leads globally in flux production (fluorspar and other flux minerals) due to extensive mining operations; data is comprehensive and recent.",process_consumable,extractor
Capillary Electrophoresis Genetic Analyzer,,,,Fluxes,0.9,Fluxes are reliably used in soldering of electronic assemblies at final assembly level.,,Mexico,metric tons,1150000.0,14.67,0.883,"Mexico is the second largest fluorspar producer per USGS 2023 data, with a stable production base and well-documented mining sector.",process_consumable,extractor
Capillary Electrophoresis Genetic Analyzer,,,,Fluxes,0.9,Fluxes are reliably used in soldering of electronic assemblies at final assembly level.,,South Africa,metric tons,596666.6666666666,7.67,0.817,South Africa is a notable fluorspar producer; recent mining reports confirm production levels.,process_consumable,extractor
Capillary Electrophoresis Genetic Analyzer,,,,Fluxes,0.9,Fluxes are reliably used in soldering of electronic assemblies at final assembly level.,,Russia,metric tons,456666.6666666667,6.33,0.75,"Russia produces substantial flux minerals, with data from mining ministries and USGS estimates.",process_consumable,extractor
Capillary Electrophoresis Genetic Analyzer,,,,Fluxes,0.9,Fluxes are reliably used in soldering of electronic assemblies at final assembly level.,,Morocco,metric tons,415000.0,9.5,0.815,Morocco has significant fluorspar mining operations; data from national surveys and USGS 2023 are reliable.,process_consumable,extractor
Capillary Electrophoresis Genetic Analyzer,,,,Helium,0.85,Helium is commonly used for leak testing in fluidic and sealed subassemblies during final assembly.,280429.0,UNITED STATES,MILLION CUBIC METERS,60.0,35.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,process_consumable,extractor
Capillary Electrophoresis Genetic Analyzer,,,,Helium,0.85,Helium is commonly used for leak testing in fluidic and sealed subassemblies during final assembly.,280429.0,QATAR,MILLION CUBIC METERS,66.0,38.82,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,process_consumable,extractor
Capillary Electrophoresis Genetic Analyzer,,,,Helium,0.85,Helium is commonly used for leak testing in fluidic and sealed subassemblies during final assembly.,280429.0,ALGERIA,MILLION CUBIC METERS,10.0,5.88,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,process_consumable,extractor
Capillary Electrophoresis Genetic Analyzer,,,,Helium,0.85,Helium is commonly used for leak testing in fluidic and sealed subassemblies during final assembly.,280429.0,RUSSIA,MILLION CUBIC METERS,8.0,4.71,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,process_consumable,extractor
Capillary Electrophoresis Genetic Analyzer,,,,Helium,0.85,Helium is commonly used for leak testing in fluidic and sealed subassemblies during final assembly.,280429.0,CANADA,MILLION CUBIC METERS,4.0,2.35,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage,process_consumable,extractor
Capillary Electrophoresis Genetic Analyzer,,,,Nitrogen,0.7,"Nitrogen purge or drying is frequently employed but may vary by manufacturer, confidence appropriately moderate.",280430.0,China,metric tons (ammonia equivalent),0.0,38.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Nitrogen,process_consumable,extractor
