agent,config,technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
2,d4v1v1,Hydroponic Systems,Sealed Pump,0.95,Unanimous support with very high confidence of 0.95; crucial for circulating nutrient solution through the system.,Stainless steel (SS 304/316),0.95,Common material for pump housing and internal components due to corrosion resistance and mechanical strength; essentially required for durability and sealing.,722000,Australia,metric tons,0.0,13.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
2,d4v1v1,Hydroponic Systems,Sealed Pump,0.95,Unanimous support with very high confidence of 0.95; crucial for circulating nutrient solution through the system.,Stainless steel (SS 304/316),0.95,Common material for pump housing and internal components due to corrosion resistance and mechanical strength; essentially required for durability and sealing.,722000,Indonesia,metric tons,0.0,10.0,0.87,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
2,d4v1v1,Hydroponic Systems,Sealed Pump,0.95,Unanimous support with very high confidence of 0.95; crucial for circulating nutrient solution through the system.,Silicon,0.7,Often used in seals and gaskets within pumps for chemical resistance and durability; common but some alternatives exist.,280469,CHINA,THOUSAND METRIC TONS,3600.0,40.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Sealed Pump,0.95,Unanimous support with very high confidence of 0.95; crucial for circulating nutrient solution through the system.,Silicon,0.7,Often used in seals and gaskets within pumps for chemical resistance and durability; common but some alternatives exist.,280469,RUSSIA,THOUSAND METRIC TONS,570.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Sealed Pump,0.95,Unanimous support with very high confidence of 0.95; crucial for circulating nutrient solution through the system.,Silicon,0.7,Often used in seals and gaskets within pumps for chemical resistance and durability; common but some alternatives exist.,280469,BRAZIL,THOUSAND METRIC TONS,190.0,2.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Sealed Pump,0.95,Unanimous support with very high confidence of 0.95; crucial for circulating nutrient solution through the system.,Silicon,0.7,Often used in seals and gaskets within pumps for chemical resistance and durability; common but some alternatives exist.,280469,NORWAY,THOUSAND METRIC TONS,200.0,2.22,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Sealed Pump,0.95,Unanimous support with very high confidence of 0.95; crucial for circulating nutrient solution through the system.,Silicon,0.7,Often used in seals and gaskets within pumps for chemical resistance and durability; common but some alternatives exist.,280469,OTHER,THOUSAND METRIC TONS,100.0,1.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Sealed Pump,0.95,Unanimous support with very high confidence of 0.95; crucial for circulating nutrient solution through the system.,PTFE,0.8,Used for seals and lining owing to excellent chemical resistance and low friction; standard material though some elastomers could substitute.,390461,China,metric tons,0.0,55.0,0.9,LLM fallback cache (previously computed) - no USGS data available for PTFE
2,d4v1v1,Hydroponic Systems,Sealed Pump,0.95,Unanimous support with very high confidence of 0.95; crucial for circulating nutrient solution through the system.,PTFE,0.8,Used for seals and lining owing to excellent chemical resistance and low friction; standard material though some elastomers could substitute.,390461,United States,metric tons,0.0,20.0,0.85,LLM fallback cache (previously computed) - no USGS data available for PTFE
2,d4v1v1,Hydroponic Systems,Sealed Pump,0.95,Unanimous support with very high confidence of 0.95; crucial for circulating nutrient solution through the system.,PTFE,0.8,Used for seals and lining owing to excellent chemical resistance and low friction; standard material though some elastomers could substitute.,390461,Japan,metric tons,0.0,10.0,0.8,LLM fallback cache (previously computed) - no USGS data available for PTFE
2,d4v1v1,Hydroponic Systems,Sealed Pump,0.95,Unanimous support with very high confidence of 0.95; crucial for circulating nutrient solution through the system.,PTFE,0.8,Used for seals and lining owing to excellent chemical resistance and low friction; standard material though some elastomers could substitute.,390461,Germany,metric tons,0.0,8.0,0.75,LLM fallback cache (previously computed) - no USGS data available for PTFE
2,d4v1v1,Hydroponic Systems,Sealed Pump,0.95,Unanimous support with very high confidence of 0.95; crucial for circulating nutrient solution through the system.,PTFE,0.8,Used for seals and lining owing to excellent chemical resistance and low friction; standard material though some elastomers could substitute.,390461,South Korea,metric tons,0.0,7.0,0.7,LLM fallback cache (previously computed) - no USGS data available for PTFE
2,d4v1v1,Hydroponic Systems,Sealed Pump,0.95,Unanimous support with very high confidence of 0.95; crucial for circulating nutrient solution through the system.,Aluminum,0.6,"Sometimes used for pump motor housings due to light weight and good thermal conductivity, but steel alternatives are common.",280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Sealed Pump,0.95,Unanimous support with very high confidence of 0.95; crucial for circulating nutrient solution through the system.,Aluminum,0.6,"Sometimes used for pump motor housings due to light weight and good thermal conductivity, but steel alternatives are common.",280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Sealed Pump,0.95,Unanimous support with very high confidence of 0.95; crucial for circulating nutrient solution through the system.,Aluminum,0.6,"Sometimes used for pump motor housings due to light weight and good thermal conductivity, but steel alternatives are common.",280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Sealed Pump,0.95,Unanimous support with very high confidence of 0.95; crucial for circulating nutrient solution through the system.,Aluminum,0.6,"Sometimes used for pump motor housings due to light weight and good thermal conductivity, but steel alternatives are common.",280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Sealed Pump,0.95,Unanimous support with very high confidence of 0.95; crucial for circulating nutrient solution through the system.,Aluminum,0.6,"Sometimes used for pump motor housings due to light weight and good thermal conductivity, but steel alternatives are common.",280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Solution Deposit,0.93,Strong consensus among all agents with high confidence of 0.93; essential for holding nutrient solution in hydroponic systems.,Polyethylene,0.9,Widely used polymer for nutrient tanks due to chemical resistance and ease of fabrication; industry standard material.,390110,China,metric tons,36283333.333333336,31.17,0.877,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
2,d4v1v1,Hydroponic Systems,Solution Deposit,0.93,Strong consensus among all agents with high confidence of 0.93; essential for holding nutrient solution in hydroponic systems.,Polyethylene,0.9,Widely used polymer for nutrient tanks due to chemical resistance and ease of fabrication; industry standard material.,390110,United States,metric tons,19506666.666666668,16.73,0.87,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
2,d4v1v1,Hydroponic Systems,Solution Deposit,0.93,Strong consensus among all agents with high confidence of 0.93; essential for holding nutrient solution in hydroponic systems.,Polyethylene,0.9,Widely used polymer for nutrient tanks due to chemical resistance and ease of fabrication; industry standard material.,390110,Saudi Arabia,metric tons,10090000.0,8.7,0.807,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
2,d4v1v1,Hydroponic Systems,Solution Deposit,0.93,Strong consensus among all agents with high confidence of 0.93; essential for holding nutrient solution in hydroponic systems.,Polyethylene,0.9,Widely used polymer for nutrient tanks due to chemical resistance and ease of fabrication; industry standard material.,390110,South Korea,metric tons,6446666.666666667,5.53,0.84,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
2,d4v1v1,Hydroponic Systems,Solution Deposit,0.93,Strong consensus among all agents with high confidence of 0.93; essential for holding nutrient solution in hydroponic systems.,Polyethylene,0.9,Widely used polymer for nutrient tanks due to chemical resistance and ease of fabrication; industry standard material.,390110,Iran,metric tons,6470000.0,5.6,0.65,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
2,d4v1v1,Hydroponic Systems,Solution Deposit,0.93,Strong consensus among all agents with high confidence of 0.93; essential for holding nutrient solution in hydroponic systems.,Polypropylene,0.7,Common alternative polymer for reservoirs with chemical resistance; flexible substitute for polyethylene.,390210,China,metric tons,0.0,30.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Polypropylene
2,d4v1v1,Hydroponic Systems,Solution Deposit,0.93,Strong consensus among all agents with high confidence of 0.93; essential for holding nutrient solution in hydroponic systems.,Polypropylene,0.7,Common alternative polymer for reservoirs with chemical resistance; flexible substitute for polyethylene.,390210,United States,metric tons,0.0,25.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Polypropylene
2,d4v1v1,Hydroponic Systems,Solution Deposit,0.93,Strong consensus among all agents with high confidence of 0.93; essential for holding nutrient solution in hydroponic systems.,Polypropylene,0.7,Common alternative polymer for reservoirs with chemical resistance; flexible substitute for polyethylene.,390210,India,metric tons,0.0,12.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Polypropylene
2,d4v1v1,Hydroponic Systems,Solution Deposit,0.93,Strong consensus among all agents with high confidence of 0.93; essential for holding nutrient solution in hydroponic systems.,Polypropylene,0.7,Common alternative polymer for reservoirs with chemical resistance; flexible substitute for polyethylene.,390210,South Korea,metric tons,0.0,10.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Polypropylene
2,d4v1v1,Hydroponic Systems,Solution Deposit,0.93,Strong consensus among all agents with high confidence of 0.93; essential for holding nutrient solution in hydroponic systems.,Polypropylene,0.7,Common alternative polymer for reservoirs with chemical resistance; flexible substitute for polyethylene.,390210,Saudi Arabia,metric tons,0.0,8.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Polypropylene
2,d4v1v1,Hydroponic Systems,Solution Deposit,0.93,Strong consensus among all agents with high confidence of 0.93; essential for holding nutrient solution in hydroponic systems.,Aluminum,0.5,Occasionally used for structural support or casing but less common; more of an optional material here.,280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Solution Deposit,0.93,Strong consensus among all agents with high confidence of 0.93; essential for holding nutrient solution in hydroponic systems.,Aluminum,0.5,Occasionally used for structural support or casing but less common; more of an optional material here.,280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Solution Deposit,0.93,Strong consensus among all agents with high confidence of 0.93; essential for holding nutrient solution in hydroponic systems.,Aluminum,0.5,Occasionally used for structural support or casing but less common; more of an optional material here.,280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Solution Deposit,0.93,Strong consensus among all agents with high confidence of 0.93; essential for holding nutrient solution in hydroponic systems.,Aluminum,0.5,Occasionally used for structural support or casing but less common; more of an optional material here.,280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Solution Deposit,0.93,Strong consensus among all agents with high confidence of 0.93; essential for holding nutrient solution in hydroponic systems.,Aluminum,0.5,Occasionally used for structural support or casing but less common; more of an optional material here.,280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Growing Channels or Trays,0.93,Strong consensus with high confidence 0.93; fundamental for housing plants and facilitating nutrient flow.,Polyethylene,0.85,"Widely used plastic for growing trays due to chemical stability, water resistance and cost efficiency.",390110,China,metric tons,36283333.333333336,31.17,0.877,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
2,d4v1v1,Hydroponic Systems,Growing Channels or Trays,0.93,Strong consensus with high confidence 0.93; fundamental for housing plants and facilitating nutrient flow.,Polyethylene,0.85,"Widely used plastic for growing trays due to chemical stability, water resistance and cost efficiency.",390110,United States,metric tons,19506666.666666668,16.73,0.87,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
2,d4v1v1,Hydroponic Systems,Growing Channels or Trays,0.93,Strong consensus with high confidence 0.93; fundamental for housing plants and facilitating nutrient flow.,Polyethylene,0.85,"Widely used plastic for growing trays due to chemical stability, water resistance and cost efficiency.",390110,Saudi Arabia,metric tons,10090000.0,8.7,0.807,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
2,d4v1v1,Hydroponic Systems,Growing Channels or Trays,0.93,Strong consensus with high confidence 0.93; fundamental for housing plants and facilitating nutrient flow.,Polyethylene,0.85,"Widely used plastic for growing trays due to chemical stability, water resistance and cost efficiency.",390110,South Korea,metric tons,6446666.666666667,5.53,0.84,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
2,d4v1v1,Hydroponic Systems,Growing Channels or Trays,0.93,Strong consensus with high confidence 0.93; fundamental for housing plants and facilitating nutrient flow.,Polyethylene,0.85,"Widely used plastic for growing trays due to chemical stability, water resistance and cost efficiency.",390110,Iran,metric tons,6470000.0,5.6,0.65,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
2,d4v1v1,Hydroponic Systems,Growing Channels or Trays,0.93,Strong consensus with high confidence 0.93; fundamental for housing plants and facilitating nutrient flow.,Polypropylene,0.75,Alternative plastic offering similar chemical resistance and durability for trays.,390210,China,metric tons,0.0,30.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Polypropylene
2,d4v1v1,Hydroponic Systems,Growing Channels or Trays,0.93,Strong consensus with high confidence 0.93; fundamental for housing plants and facilitating nutrient flow.,Polypropylene,0.75,Alternative plastic offering similar chemical resistance and durability for trays.,390210,United States,metric tons,0.0,25.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Polypropylene
2,d4v1v1,Hydroponic Systems,Growing Channels or Trays,0.93,Strong consensus with high confidence 0.93; fundamental for housing plants and facilitating nutrient flow.,Polypropylene,0.75,Alternative plastic offering similar chemical resistance and durability for trays.,390210,India,metric tons,0.0,12.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Polypropylene
2,d4v1v1,Hydroponic Systems,Growing Channels or Trays,0.93,Strong consensus with high confidence 0.93; fundamental for housing plants and facilitating nutrient flow.,Polypropylene,0.75,Alternative plastic offering similar chemical resistance and durability for trays.,390210,South Korea,metric tons,0.0,10.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Polypropylene
2,d4v1v1,Hydroponic Systems,Growing Channels or Trays,0.93,Strong consensus with high confidence 0.93; fundamental for housing plants and facilitating nutrient flow.,Polypropylene,0.75,Alternative plastic offering similar chemical resistance and durability for trays.,390210,Saudi Arabia,metric tons,0.0,8.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Polypropylene
2,d4v1v1,Hydroponic Systems,Growing Channels or Trays,0.93,Strong consensus with high confidence 0.93; fundamental for housing plants and facilitating nutrient flow.,Stainless steel (SS 304/316),0.6,Used for high durability or commercial-grade systems but less typical than plastics.,722000,Nigeria,metric tons,0.0,18.0,0.92,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
2,d4v1v1,Hydroponic Systems,Growing Channels or Trays,0.93,Strong consensus with high confidence 0.93; fundamental for housing plants and facilitating nutrient flow.,Stainless steel (SS 304/316),0.6,Used for high durability or commercial-grade systems but less typical than plastics.,722000,Russia,metric tons,0.0,15.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
2,d4v1v1,Hydroponic Systems,Growing Channels or Trays,0.93,Strong consensus with high confidence 0.93; fundamental for housing plants and facilitating nutrient flow.,Stainless steel (SS 304/316),0.6,Used for high durability or commercial-grade systems but less typical than plastics.,722000,India,metric tons,0.0,10.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
2,d4v1v1,Hydroponic Systems,Growing Channels or Trays,0.93,Strong consensus with high confidence 0.93; fundamental for housing plants and facilitating nutrient flow.,Stainless steel (SS 304/316),0.6,Used for high durability or commercial-grade systems but less typical than plastics.,722000,Australia,metric tons,0.0,13.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
2,d4v1v1,Hydroponic Systems,Growing Channels or Trays,0.93,Strong consensus with high confidence 0.93; fundamental for housing plants and facilitating nutrient flow.,Stainless steel (SS 304/316),0.6,Used for high durability or commercial-grade systems but less typical than plastics.,722000,Indonesia,metric tons,0.0,10.0,0.87,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
2,d4v1v1,Hydroponic Systems,Nutrient Injector,0.89,Strong universal support with high confidence at 0.89; necessary for precise nutrient delivery to plants.,Stainless steel (SS 304/316),0.9,Critical material for injector components resisting corrosion from nutrient solutions; industry standard.,722000,Nigeria,metric tons,0.0,18.0,0.92,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
2,d4v1v1,Hydroponic Systems,Nutrient Injector,0.89,Strong universal support with high confidence at 0.89; necessary for precise nutrient delivery to plants.,Stainless steel (SS 304/316),0.9,Critical material for injector components resisting corrosion from nutrient solutions; industry standard.,722000,Russia,metric tons,0.0,15.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
2,d4v1v1,Hydroponic Systems,Nutrient Injector,0.89,Strong universal support with high confidence at 0.89; necessary for precise nutrient delivery to plants.,Stainless steel (SS 304/316),0.9,Critical material for injector components resisting corrosion from nutrient solutions; industry standard.,722000,India,metric tons,0.0,10.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
2,d4v1v1,Hydroponic Systems,Nutrient Injector,0.89,Strong universal support with high confidence at 0.89; necessary for precise nutrient delivery to plants.,Stainless steel (SS 304/316),0.9,Critical material for injector components resisting corrosion from nutrient solutions; industry standard.,722000,Australia,metric tons,0.0,13.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
2,d4v1v1,Hydroponic Systems,Nutrient Injector,0.89,Strong universal support with high confidence at 0.89; necessary for precise nutrient delivery to plants.,Stainless steel (SS 304/316),0.9,Critical material for injector components resisting corrosion from nutrient solutions; industry standard.,722000,Indonesia,metric tons,0.0,10.0,0.87,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
2,d4v1v1,Hydroponic Systems,Nutrient Injector,0.89,Strong universal support with high confidence at 0.89; necessary for precise nutrient delivery to plants.,PTFE,0.8,Used for seals and flow paths requiring chemical inertness and low friction.,390461,China,metric tons,0.0,55.0,0.9,LLM fallback cache (previously computed) - no USGS data available for PTFE
2,d4v1v1,Hydroponic Systems,Nutrient Injector,0.89,Strong universal support with high confidence at 0.89; necessary for precise nutrient delivery to plants.,PTFE,0.8,Used for seals and flow paths requiring chemical inertness and low friction.,390461,United States,metric tons,0.0,20.0,0.85,LLM fallback cache (previously computed) - no USGS data available for PTFE
2,d4v1v1,Hydroponic Systems,Nutrient Injector,0.89,Strong universal support with high confidence at 0.89; necessary for precise nutrient delivery to plants.,PTFE,0.8,Used for seals and flow paths requiring chemical inertness and low friction.,390461,Japan,metric tons,0.0,10.0,0.8,LLM fallback cache (previously computed) - no USGS data available for PTFE
2,d4v1v1,Hydroponic Systems,Nutrient Injector,0.89,Strong universal support with high confidence at 0.89; necessary for precise nutrient delivery to plants.,PTFE,0.8,Used for seals and flow paths requiring chemical inertness and low friction.,390461,Germany,metric tons,0.0,8.0,0.75,LLM fallback cache (previously computed) - no USGS data available for PTFE
2,d4v1v1,Hydroponic Systems,Nutrient Injector,0.89,Strong universal support with high confidence at 0.89; necessary for precise nutrient delivery to plants.,PTFE,0.8,Used for seals and flow paths requiring chemical inertness and low friction.,390461,South Korea,metric tons,0.0,7.0,0.7,LLM fallback cache (previously computed) - no USGS data available for PTFE
2,d4v1v1,Hydroponic Systems,Nutrient Injector,0.89,Strong universal support with high confidence at 0.89; necessary for precise nutrient delivery to plants.,Silicon,0.6,Common material in sealing components and tubing but alternatives exist.,280469,CHINA,THOUSAND METRIC TONS,3600.0,40.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Nutrient Injector,0.89,Strong universal support with high confidence at 0.89; necessary for precise nutrient delivery to plants.,Silicon,0.6,Common material in sealing components and tubing but alternatives exist.,280469,RUSSIA,THOUSAND METRIC TONS,570.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Nutrient Injector,0.89,Strong universal support with high confidence at 0.89; necessary for precise nutrient delivery to plants.,Silicon,0.6,Common material in sealing components and tubing but alternatives exist.,280469,BRAZIL,THOUSAND METRIC TONS,190.0,2.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Nutrient Injector,0.89,Strong universal support with high confidence at 0.89; necessary for precise nutrient delivery to plants.,Silicon,0.6,Common material in sealing components and tubing but alternatives exist.,280469,NORWAY,THOUSAND METRIC TONS,200.0,2.22,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Nutrient Injector,0.89,Strong universal support with high confidence at 0.89; necessary for precise nutrient delivery to plants.,Silicon,0.6,Common material in sealing components and tubing but alternatives exist.,280469,OTHER,THOUSAND METRIC TONS,100.0,1.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Structural Frame,0.88,Strong and consistent support with confidence 0.88; necessary to structurally support the hydroponic setup.,Aluminum,0.9,Lightweight and corrosion resistant metal widely used for frames in hydroponic systems; standard choice.,280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Structural Frame,0.88,Strong and consistent support with confidence 0.88; necessary to structurally support the hydroponic setup.,Aluminum,0.9,Lightweight and corrosion resistant metal widely used for frames in hydroponic systems; standard choice.,280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Structural Frame,0.88,Strong and consistent support with confidence 0.88; necessary to structurally support the hydroponic setup.,Aluminum,0.9,Lightweight and corrosion resistant metal widely used for frames in hydroponic systems; standard choice.,280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Structural Frame,0.88,Strong and consistent support with confidence 0.88; necessary to structurally support the hydroponic setup.,Aluminum,0.9,Lightweight and corrosion resistant metal widely used for frames in hydroponic systems; standard choice.,280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Structural Frame,0.88,Strong and consistent support with confidence 0.88; necessary to structurally support the hydroponic setup.,Aluminum,0.9,Lightweight and corrosion resistant metal widely used for frames in hydroponic systems; standard choice.,280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Structural Frame,0.88,Strong and consistent support with confidence 0.88; necessary to structurally support the hydroponic setup.,Stainless steel (SS 304/316),0.8,"Alternative frame material offering higher strength and corrosion resistance, common in commercial systems.",722000,Nigeria,metric tons,0.0,18.0,0.92,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
2,d4v1v1,Hydroponic Systems,Structural Frame,0.88,Strong and consistent support with confidence 0.88; necessary to structurally support the hydroponic setup.,Stainless steel (SS 304/316),0.8,"Alternative frame material offering higher strength and corrosion resistance, common in commercial systems.",722000,Russia,metric tons,0.0,15.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
2,d4v1v1,Hydroponic Systems,Structural Frame,0.88,Strong and consistent support with confidence 0.88; necessary to structurally support the hydroponic setup.,Stainless steel (SS 304/316),0.8,"Alternative frame material offering higher strength and corrosion resistance, common in commercial systems.",722000,India,metric tons,0.0,10.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
2,d4v1v1,Hydroponic Systems,Structural Frame,0.88,Strong and consistent support with confidence 0.88; necessary to structurally support the hydroponic setup.,Stainless steel (SS 304/316),0.8,"Alternative frame material offering higher strength and corrosion resistance, common in commercial systems.",722000,Australia,metric tons,0.0,13.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
2,d4v1v1,Hydroponic Systems,Structural Frame,0.88,Strong and consistent support with confidence 0.88; necessary to structurally support the hydroponic setup.,Stainless steel (SS 304/316),0.8,"Alternative frame material offering higher strength and corrosion resistance, common in commercial systems.",722000,Indonesia,metric tons,0.0,10.0,0.87,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 304/316)
2,d4v1v1,Hydroponic Systems,Lighting System (LED Grow Lights),0.86,Unanimous with high confidence of 0.86; essential for supplying light energy for photosynthesis in indoor hydroponics.,Aluminum,0.9,Used for LED heat sinks and frame parts due to thermal conductivity and light weight.,280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Lighting System (LED Grow Lights),0.86,Unanimous with high confidence of 0.86; essential for supplying light energy for photosynthesis in indoor hydroponics.,Aluminum,0.9,Used for LED heat sinks and frame parts due to thermal conductivity and light weight.,280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Lighting System (LED Grow Lights),0.86,Unanimous with high confidence of 0.86; essential for supplying light energy for photosynthesis in indoor hydroponics.,Aluminum,0.9,Used for LED heat sinks and frame parts due to thermal conductivity and light weight.,280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Lighting System (LED Grow Lights),0.86,Unanimous with high confidence of 0.86; essential for supplying light energy for photosynthesis in indoor hydroponics.,Aluminum,0.9,Used for LED heat sinks and frame parts due to thermal conductivity and light weight.,280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Lighting System (LED Grow Lights),0.86,Unanimous with high confidence of 0.86; essential for supplying light energy for photosynthesis in indoor hydroponics.,Aluminum,0.9,Used for LED heat sinks and frame parts due to thermal conductivity and light weight.,280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
2,d4v1v1,Hydroponic Systems,Lighting System (LED Grow Lights),0.86,Unanimous with high confidence of 0.86; essential for supplying light energy for photosynthesis in indoor hydroponics.,Gallium nitride,0.95,Key semiconductor material in blue and white LEDs for grow lights; absolutely essential.,285000,China,metric tons,0.0,65.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Gallium nitride
